seconds,positive,negative,anger,happy,fear,sad,excited,closeup,body,faces,num_chars,spoken_words,written_words,has_letters,brightness,saliency,sharpness,vibrance,loudness,tempo,motion
51.9,1.5,0,0,0.5,0,0,0,0,1,0,1,1,0,0,0.554451723,0.2068193,0.758823529,585.5574555,0.001944124,117.4538352,364155.1
52,1.5,0,0,0.5,0,0,0,0,1,0,1,1,0,0,0.554887125,0.206219618,0.776470588,586.6888799,0.001574025,117.4538352,195631.0967
52.1,1.5,0,0,0.5,0,0,0,0,1,0,1,1,0,0,0.556028839,0.206938657,0.749019608,587.8392257,0.00168654,117.4538352,313242.73
52.2,1.5,0,0,0.5,0,0,0,0,1,0,1,1,0,0,0.556933449,0.202356771,0.74248366,591.6174012,0.01091869,117.4538352,422431.9333
52.3,1.5,0,0,0.5,0,0,0,0,1,0,1,1,0,0,0.557594853,0.206086275,0.778431373,594.3209096,0.009984465,115.4111598,710695.15
52.4,1.5,0,0,0.5,0,0,0,0,1,0,1,1,0,0,0.556837676,0.207132282,0.760784314,595.6672229,0.00567529,112.3471467,1001334.87
52.5,1.5,0,0,0.5,0,0,0,0,1,0,1,1,0,0,0.550515469,0.213911555,0.781699346,583.1462849,0.019943926,112.3471467,1776604.133
52.6,1.5,0,0,0.5,0,0,0,0,1,0,1,1,0,0,0.540570071,0.223555893,0.770588235,557.0319395,0.024894123,112.3471467,2362105.65
52.7,1.5,0,0,0.5,0,0,0,0,1,0,1,1,0,0,0.531738292,0.226313818,0.747712418,532.2733279,0.012939699,112.3471467,2135802.633
52.8,1.5,0,0,0.5,0,0,0,0,1,0,1,1,0,0,0.526194176,0.217528694,0.764705882,516.1700677,0.00392169,112.3471467,1929672.15
52.9,1.5,0,0,0.5,0,0,0,0,1,0,1,1,0,0,0.523500502,0.218236883,0.750980392,511.4841872,0.003608924,112.3471467,1714143.2
53,1.5,0,0,0.5,0,0,0,0,1,0,1,1,0,0,0.522652891,0.220538034,0.77254902,505.9940499,0.002716717,112.3471467,1494434.267
53.1,1.5,0,0,0.5,0,0,0,0,1,0,1,1,0,0,0.523660294,0.22550733,0.709803922,502.547216,0.002823168,112.3471467,1517810.7
53.2,1.5,0,0,0.5,0,0,0,0,1,0,1,1,0,0,0.523779324,0.229239648,0.741176471,504.1554813,0.004708789,112.3471467,868308.0333
53.3,1.5,0,0,0.5,0,0,0,0,1,0,1,1,0,0,0.523630504,0.232111063,0.735294118,505.1043696,0.008213903,112.3471467,654413.9
53.4,1.5,0,0,0.5,0,0,0,0,1,0,1,1,0,0,0.52372522,0.232243441,0.719607843,508.262908,0.007017749,112.3471467,352757.72
53.5,1.5,0,0,0.5,0,0,0,0,1,0,1,1,0,0,0.52412815,0.232030607,0.725490196,510.248774,0.008291185,112.3471467,160534.4167
53.6,1.5,0,0,0.5,0,0,0,0,1,0,1,1,0,0,0.524767483,0.231475453,0.723529412,511.2678399,0.00599278,112.3471467,161374.19
53.7,1.5,0,0,0.5,0,0,0,0,1,0,1,1,0,0,0.52509652,0.228288966,0.71503268,512.7930146,0.006033255,112.3471467,189990.43
53.8,1.5,0,0,0.5,0,0,0,0,1,0,1,1,0,0,0.525730647,0.229536796,0.709803922,513.7715166,0.005508588,112.3471467,255876.85
53.9,1.5,0,0,0.5,0,0,0,0,1,0,1,1,0,0,0.52516514,0.228975212,0.752941176,515.548205,0.005601258,136.1383072,318839
54,1.5,0,0,0.5,0,0,0,0,1,0,1,1,0,0,0.525623629,0.227606256,0.741176471,517.2359586,0.005693839,151.9990809,461759.1333
54.1,1.5,0,0,0.5,0,0,0,0,1,0,1,1,0,0,0.525981009,0.226053241,0.707843137,517.5802446,0.004897066,151.9990809,494401.205
54.2,1.5,0,0,0.5,0,0,0,0,1,0,1,1,0,0,0.525793292,0.226661201,0.749019608,519.9672005,0.003527588,152.9490751,572291.9167
54.3,1.5,0,0,0.5,0,0,0,0,1,0,1,1,0,0,0.526016276,0.227717496,0.856862745,522.727547,0.00331441,161.4990234,639292.31
54.4,1.5,0,0,0.5,0,0,0,0,1,0,1,1,0,0,0.525288178,0.229557533,0.731372549,525.0932501,0.003177575,161.4990234,706169.69
54.5,1.5,0,0,0.5,0,0,0,0,1,0,1,1,0,0,0.525084819,0.231381334,0.751633987,527.7246647,0.002385587,161.4990234,806563.8167
54.6,1.5,0,0,0.5,0,0,0,0,1,0,1,1,0,0,0.52518047,0.23237582,0.696078431,530.9853265,0.00266275,161.4990234,801891.73
54.7,1.5,0,0,0.5,0,0,0,0,1,0,1,1,0,0,0.525017314,0.230781411,0.705882353,535.6417848,0.002613594,161.4990234,837303.0033
54.8,1.5,0,0,0.5,0,0,0,0,1,0,1,1,0,0,0.52627826,0.222957658,0.741176471,541.7000714,0.003678566,161.4990234,1745711.9
54.9,1.5,0,0,0.5,0,0,0,0,1,0,1,1,0,0,0.504320038,0.225767988,0.674509804,534.4612626,0.010077114,161.4990234,1806834.8
55,1.5,0,0,0.5,0,0,0,0,1,0,1,1,0,0,0.573810032,0.239406829,0.690196078,920.6090531,0.012411304,161.4990234,7814046.233
55.1,2.5,0,0,0.5,0,0,0,0,1,1,1,1,0,0,0.611589469,0.23641903,0.760784314,836.3690366,0.029916825,161.4990234,8903827.5
55.2,4,0,0,2,0,0,0,0,1,1,1,1,0,0,0.579380616,0.233238972,0.82745098,677.9574918,0.070371661,161.4990234,4007988.833
55.3,3,0,0,2.5,0,0,0,0,1,1,1,1,0,0,0.597628962,0.227449363,0.774509804,798.4901665,0.154323094,161.4990234,3836207.4
55.4,3,0,0,2.5,0,0,0,0,1,1,1,1,0,0,0.602995967,0.232035349,0.747058824,806.0408489,0.055099933,161.4990234,3148366.65
55.5,3,0,0,2.5,0,0,0,0,1,1,1,1,0,0,0.601608915,0.228296521,0.767320261,779.3409938,0.033940628,161.4990234,2971849.733
55.6,4,0,0,2.5,0,0,0,0,1,1,1,1,0,0,0.595219528,0.227734857,0.766666667,766.6624628,0.008073736,161.4990234,4656619.5
55.7,4,0,0,2.5,0,0,0,0,1,1,1,1,0,0,0.588380252,0.236674865,0.730718954,762.8980257,0.008942283,161.4990234,8852243.833
55.8,4,0,0,4,0,0,0,0,1,1,1,1,0,0,0.578738936,0.242504581,0.737254902,749.2284237,0.024494262,161.4990234,6142132.25
55.9,4,0,0,4,0,0,1.5,0,1,1,1,1,0,0,0.577166335,0.246287133,0.770588235,750.0300384,0.100707134,161.4990234,2445673.3
56,4,0,0,4,0,0,3,0,1,1,1,1,0,0,0.585864989,0.245750386,0.746405229,768.1971076,0.150661731,161.4990234,2936062.333
56.1,4,0,0,4,0,0,3,0,1,1,1,1,0,0,0.592741302,0.236178627,0.725490196,784.4859496,0.130954286,138.8891602,3575927.1
56.2,4,0,0,3.5,0,0,4.5,0,1,1,1,1,0,0,0.596054788,0.227538419,0.760784314,790.4133189,0.109446051,129.1992188,3614388.767
56.3,4,0,0,3.5,0,0,4.5,0,1,1,1,1,0,0,0.603153717,0.235069444,0.782352941,797.0013259,0.304615032,129.1992188,3676613.25
56.4,4,0,0,6,0,0,4.5,0,1,1,1,1,0,0,0.602327195,0.246717062,0.754901961,788.0897995,0.032861087,129.1992188,3143539.6
56.5,5,0,0,6,0,0,5.5,0,1,1,1,1,0,0,0.579988383,0.251071406,0.704575163,757.3515152,0.019706984,129.1992188,2393889.333
56.6,5,0,0,6,0,0,5.5,0,1,1,1,1,0,0,0.579702358,0.247883632,0.750980392,773.0480463,0.130610056,129.1992188,2304457.6
56.7,5,0,0,6,0,0,5.5,0,1,1,1,1,0,0,0.580573625,0.240940554,0.735947712,776.8199053,0.216754663,129.1992188,2178294.667
56.8,4.5,0,0,5.5,0,0,5.5,0,1,1,1,1,0,0,0.58482746,0.235125386,0.719607843,778.7853347,0.012062791,129.1992188,2263785.35
56.9,4.5,0,0,5.5,0,0,5.5,0,1,1,1,1,0,0,0.589375175,0.236601804,0.690196078,791.9448256,0.007623341,129.1992188,2210162.5
57,4.5,0,0,5.5,0,0,5.5,0,1,1,1,1,0,0,0.589157419,0.240108185,0.802614379,788.5140891,0.016568472,129.1992188,2744792.4
57.1,4.5,0,0,5.5,0,0,5.5,0,1,1,1,1,0,0,0.580691795,0.234042728,0.768627451,768.8458926,0.262491048,129.1992188,3457140.15
57.2,4.5,0,0,5.5,0,0,5.5,0,1,1,1,1,0,0,0.591798306,0.244789577,0.724183007,790.3410912,0.199696944,129.1992188,4018967.333
57.3,4.5,0,0,5.5,0,0,5.5,0,1,1,1,1,0,0,0.606508266,0.237348331,0.749019608,809.6562638,0.106699397,129.1992188,3222246.4
57.4,4.5,0,0,5.5,0,0,5.5,0,1,1,1,1,0,0,0.608721035,0.246433015,0.780392157,811.8573245,0.103162972,129.1992188,2815649.3
57.5,4.5,0,0,5.5,0,0,5.5,0,1,1,1,1,0,0,0.609420199,0.245101112,0.759477124,819.6521078,0.130368933,129.1992188,2327466.433
57.6,4.5,0,0,5.5,0,0,5.5,0,1,1,1,1,0,0,0.610909019,0.248721547,0.741176471,820.6174709,0.049771423,129.1992188,1794538.75
57.7,4.5,0,0,5.5,0,0,5.5,0,1,1,1,1,0,0,0.610778338,0.247274788,0.806535948,824.9018053,0.016979004,129.1992188,2169500.2
57.8,4.5,0,0,5.5,0,0,5.5,0,1,1,1,1,0,0,0.601689129,0.236396605,0.805882353,823.7428509,0.00933553,129.1992188,2323126.95
57.9,4.5,0,0,5.5,0,0,5.5,0,1,1,1,1,0,0,0.597131252,0.188509838,0.788235294,649.0906101,0.009053207,129.1992188,6574097.05
58,4.5,0,0,6.5,0,0,5.5,0,1,1,2,1,0,0,0.578940953,0.145226016,0.746405229,466.2141765,0.003467871,129.1992188,8788470.5
58.1,4.5,0,0,7.5,0,0,5.5,0,1,1,2,1,0,0,0.569063514,0.158837288,0.817647059,467.1453735,0.006814843,129.1992188,6977980.5
58.2,4.5,0,0,7.5,0,0,5.5,0,1,1,2,1,0,0,0.579803355,0.162982092,0.769934641,502.6561075,0.008374146,129.1992188,6730630.833
58.3,4.5,0,0,5.5,0,0,4,0,1,1,2,1,0,0,0.588412892,0.168405189,0.8,526.3974121,0.007418811,129.1992188,7001245.5
58.4,4.5,0,0,5.5,0,0,4,0,1,1,2,1,0,0,0.58648502,0.184802035,0.739215686,519.0936166,0.005005832,129.1992188,4912173.5
58.5,4.5,0,0,5.5,0,0,4,0,1,1,2,1,0,0,0.585715236,0.1966739,0.779084967,517.348912,0.004043748,129.1992188,4229202.5
58.6,4.5,0,0,5.5,0,0,4,0,1,1,2,1,0,0,0.585369866,0.19093316,0.756862745,515.4556984,0.005162651,129.1992188,4862710.5
58.7,4.5,0,0,5.5,0,0,4,0,1,1,2,1,0,0,0.584993956,0.196343557,0.783006536,516.8462864,0.004223748,129.1992188,5988164.333
58.8,4.5,0,0,5.5,0,0,4,0,1,1,2,1,0,0,0.586308106,0.19962119,0.923529412,527.9003516,0.005853797,129.1992188,6728373
58.9,4.5,0,0,5.5,0,0,4,0,1,1,2,1,0,0,0.588846373,0.191354649,0.768627451,530.9391147,0.0211206,129.1992188,6552370.75
59,4.5,0,0,5.5,0,0,4,0,1,1,2,1,0,0,0.586975358,0.18678723,0.762091503,517.2831586,0.279483653,129.1992188,6250271.167
59.1,4.5,0,0,5.5,0,0,5,0,1,1,2,0,0,0,0.581698544,0.178787616,0.698039216,496.8526833,0.077658725,129.1992188,6874040.75
59.2,4.5,0,0,5.5,0,0,5,0,1,1,2,0,0,0,0.576709845,0.192761863,0.802614379,492.0657249,0.00862985,129.1992188,7529619.333
59.3,4.5,0,0,4.5,0,0,5,0,1,1,2,0,0,0,0.574470561,0.188233507,0.821568627,491.3231267,0.15997483,129.1992188,7732613.25
59.4,4.5,0,0,4.5,0,0,5,0,1,1,2,0,0,0,0.57095849,0.176192612,0.925490196,472.6517659,0.218237131,129.1992188,8215361
59.5,4.5,0,0,4.5,0,0,4,0,1,1,2,0,0,0,0.566412715,0.193652424,0.754248366,454.8841398,0.021149292,129.1992188,8942132.333
59.6,4.5,0,0,4.5,0,0,4,0,1,1,2,0,0,0,0.567256543,0.192771267,0.703921569,454.1942528,0.007275742,129.1992188,7950236.75
59.7,4.5,0,0,6.5,0,0,4,0,1,1,2,0,0,0,0.56809255,0.19936005,0.741176471,437.64777,0.002271629,129.1992188,7768185
59.8,4.5,0,0,6.5,0,0,4,0,1,1,2,0,0,0,0.570837362,0.184572,0.778431373,421.1299982,0.00246315,129.1992188,9309601.5
59.9,4.5,0,0,6.5,0,0,4,0,1,1,2,0,0,0,0.579252823,0.177652151,1,419.9376808,0.002463532,129.1992188,10419839.5
60,4.5,0,0,6.5,0,0,4,0,1,1,2,0,0,0,0.548328636,0.27242927,0.955555556,523.7138675,0.002973298,129.1992188,8752929.5
60.1,4.5,0,0,8.5,0,0,4,0,1,1,2,0,0,0,0.547349171,0.272626591,0.996078431,494.900395,0.010673749,129.1992188,9043527
60.2,4.5,0,0,8.5,0,0,4,0,1,1,2,0,0,0,0.542564326,0.243126768,0.94379085,463.8078107,0.006994447,129.1992188,8032914.167
60.3,4.5,0,0,9.5,0,0,4,0,1,1,2,0,0,0,0.535065078,0.229296393,0.966666667,445.2234802,0.005494976,129.1992188,8029079.25
60.4,4.5,0,0,9.5,0,0,2.5,0,1,1,2,0,0,0,0.52913521,0.245904948,0.847058824,442.1710692,0.002570753,129.1992188,8129585.5
60.5,4.5,0,0,9.5,0,0,1.5,0,1,1,2,0,0,0,0.522428662,0.248901106,0.925490196,451.8454104,0.003130938,129.1992188,6633351.667
60.6,4.5,0,0,11,0,0,1.5,0,1,1,2,0,0,0,0.523356194,0.255733748,0.949019608,461.9567698,0.002396223,129.1992188,4931047.5
60.7,4.5,0,0,12.5,0,0,1.5,0,1,1,2,0,0,0,0.523431409,0.250554591,1,462.8335994,0.003176246,129.1992188,3471008.433
60.8,4.5,0,0,12.5,0,0,1.5,0,1,1,2,0,0,0,0.521428141,0.246273389,0.996078431,461.9261048,0.002706536,129.1992188,2747228.6
60.9,4.5,0,0,12.5,0,0,1.5,0,1,1,2,0,0,0,0.520010409,0.25317202,1,454.1332269,0.002218595,129.1992188,2288487.6
61,4.5,0,0,10.5,0,0,1.5,0,1,1,2,0,0,0,0.518601627,0.245652006,1,453.1038313,0.002310278,129.1992188,2630576.033
61.1,4.5,0,0,10.5,0,0,1.5,0,1,1,2,0,0,0,0.518210532,0.233614246,1,453.4988372,0.009038986,129.1992188,2702676.9
61.2,4.5,0,0,10.5,0,0,1.5,0,1,1,2,0,0,0,0.518964997,0.231089731,1,455.8652266,0.026711187,129.1992188,2806167.333
61.3,4.5,0,0,10.5,0,0,1.5,0,1,1,2,0,0,0,0.519414068,0.232043789,0.996078431,450.4102436,0.011231567,129.1992188,2583165.7
61.4,4.5,0,0,10.5,0,0,0,0,1,1,2,0,0,0,0.520942925,0.227091773,1,457.0871707,0.025963857,129.1992188,1972966.7
61.5,4.5,0,0,10.5,0,0,0,0,1,1,2,0,0,0,0.52037346,0.231315747,1,458.860466,0.00676109,129.1992188,2042030.967
61.6,4.5,0,0,10.5,0,0,0,0,1,1,2,0,0,0,0.519906416,0.233903598,1,457.8338244,0.007446228,129.1992188,1760905.45
61.7,4.5,0,0,10.5,0,0,0,0,1,1,2,0,0,0,0.519261723,0.243494245,1,456.2626377,0.001597234,129.1992188,1718732.567
61.8,4.5,0,0,10.5,0,0,0,0,1,1,2,0,0,0,0.516449401,0.241487027,1,455.0421994,0.003054782,129.1992188,1861650.65
61.9,4.5,0,0,10.5,0,0,0,0,1,1,2,0,0,0,0.516354919,0.236555748,1,453.2853025,0.001966067,129.1992188,1443594.75
62,4.5,0,0,10.5,0,0,0,0,1,1,2,0,0,0,0.515506023,0.226426022,1,451.1527439,0.005544423,129.1992188,1113558.133
62.1,4.5,0,0,10.5,0,0,0,0,1,1,2,0,0,0,0.515100944,0.237547984,1,449.6096248,0.009782503,129.1992188,1265661.65
62.2,4.5,0,0,10.5,0,0,0,0,1,1,2,0,0,0,0.515013071,0.246328286,1,448.9923815,0.001649391,129.1992188,1539254.133
62.3,4.5,0,0,9,0,0,0,0,1,1,2,0,0,0,0.514726208,0.241094956,1,449.5814292,0.001223946,129.1992188,1261215.7
62.4,4.5,0,0,9,0,0,0,0,1,1,2,0,0,0,0.514741346,0.241975068,1,450.3717163,0.001366897,129.1992188,706679.87
62.5,4.5,0,0,9,0,0,0,0,1,1,2,0,0,0,0.514274254,0.240204475,1,450.1613057,0.00129142,129.1992188,794058.3
62.6,4.5,0,0,9,0,0,0,0,1,1,2,0,0,0,0.514264783,0.249463011,1,449.7042144,0.001207801,129.1992188,761902.75
62.7,4.5,0,0,9,0,0,0,0,1,1,2,0,0,0,0.515141325,0.253539416,1,450.6818339,0.001356195,129.1992188,1143315.173
62.8,4.5,0,0,9,0,0,0,0,1,1,2,0,0,0,0.516036129,0.252313127,1,450.3025244,0.001175701,129.1992188,1823509.15
62.9,4,0,0,5,0,0,0,0,1,1,2,0,0,0,0.51675382,0.249886912,1,453.8026006,0.001284263,129.1992188,3556014.85
63,4,0,0,5,0,0,0,0,1,1,2,0,0,0,0.516377953,0.246849441,1,457.7314839,0.006381411,129.1992188,4761101
63.1,4,0,0,3,0,0,0,0,1,1,2,0,0,0,0.520778406,0.251599633,1,464.6933438,0.025413345,129.1992188,6382411
63.2,3.5,0,0,3,0,0,0,0,1,1,2,0,0,0,0.519850257,0.264855163,0.97254902,464.705749,0.050921248,129.1992188,4628271.667
63.3,2.5,0,0,3,0,0,0,0,1,1,2,0,0,0,0.518418616,0.260507813,1,468.2068135,0.022363429,129.1992188,3291145.35
63.4,2.5,0,1,3,0,0,0,0,1,1,2,0,0,0,0.517617984,0.261115693,1,468.2500908,0.003283172,129.1992188,2505823.85
63.5,2.5,0,1,3,0,0,0,0,1,1,2,0,0,0,0.516077541,0.252423643,0.966013072,463.1815926,0.003116638,129.1992188,2527097.067
63.6,2.5,0,1,3,0,0,0,0,1,1,2,0,0,0,0.516328607,0.252049817,1,454.5386954,0.004892169,129.1992188,2943167.2
63.7,2.5,0,1,3,0,0,0,0,1,1,2,0,0,0,0.51837219,0.248460648,1,446.1210906,0.004520605,129.1992188,3954777.567
63.8,2.5,0,2,3,0,0,0,0,1,1,2,0,0,0,0.519352206,0.251162953,1,439.6585929,0.004159384,129.1992188,3589432.65
63.9,2.5,0,2,3,0,0,0,0,1,1,2,0,0,0,0.562615598,0.222021364,0.929411765,579.1767851,0.004692024,129.1992188,7156714
64,2.5,0,2.5,3,0,0,0,1,1,1,1,0,0,0,0.606327094,0.20237799,0.97124183,714.139642,0.004825642,129.1992188,9827305.667
64.1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0.608870872,0.196733941,1,698.1601911,0.004392893,129.1992188,10468893.5
64.2,2.5,0,1,3,0,0,0,1,1,1,1,0,0,0,0.62750415,0.189719329,1,747.1137619,0.00470868,129.1992188,9293203.333
64.3,1.5,0,0,3,0,0,0,1,1,1,1,0,0,0,0.64796061,0.178744454,0.876470588,800.0245205,0.004891513,129.1992188,13665316
64.4,1.5,0,0,3,0,0,0,1,1,1,1,0,0,0,0.660646356,0.173884066,1,804.0780174,0.007826079,129.1992188,9671861.5
64.5,1.5,0,0,3,0,0,0,1,1,1,1,0,0,0,0.661231028,0.153284304,1,808.3466764,0.011986227,129.1992188,8679933.667
64.6,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0.665814027,0.142228733,1,814.6390963,0.006696727,129.1992188,10038919
64.7,1.5,0,0,3,0,0,0,1,1,1,1,0,0,0,0.668360534,0.135915959,0.946405229,793.6484111,0.005955377,129.1992188,11073236.33
64.8,1.5,0,0,3,0,0,0,1,1,1,1,0,0,0,0.664867387,0.128417486,1,769.5668432,0.007793858,129.1992188,8163037.5
64.9,1.5,0,0,3,0,0,0,1,1,1,1,0,0,0,0.661911568,0.122579813,0.835294118,780.3650156,0.008417951,129.1992188,8976544.5
65,1.5,0,0,3,0,0,0,1,1,1,1,0,0,0,0.664552025,0.129820763,0.862745098,796.6114652,0.007454769,129.1992188,9694463.333
65.1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0.668020356,0.157950183,0.933333333,782.2416686,0.005593361,129.1992188,17190175
65.2,1.5,0,1,3,0,0,0,1,1,1,1,0,0,0,0.667133918,0.147853813,0.711111111,732.6510545,0.015609871,129.1992188,11320931
65.3,1.5,0,1,3,0,0,0,1,1,1,1,0,0,0,0.683197799,0.222605131,0.517647059,694.3742263,0.004673235,129.1992188,5437006.5
65.4,1.5,0,1.5,3,0,0,0,1,1,1,2,0,0,0,0.60704792,0.156511381,0.705882353,698.042632,0.003456865,129.1992188,8638931.75
65.5,1.5,3,1.5,2,0,0,0,0,1,1,2,0,0,0,0.620564518,0.161668596,0.766013072,736.024854,0.015510801,159.3457031,8714133
65.6,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0.618288245,0.181406009,0.574509804,743.7356675,0.055403923,172.265625,7564282.5
65.7,1.5,3,1.5,2,0,0,0,0,1,1,2,0,0,0,0.614032307,0.192109214,0.712418301,739.707072,0.123799721,172.265625,4037330.933
65.8,1.5,3,3,2,0,0,0,0,1,1,2,0,0,0,0.612258717,0.19391686,0.649019608,745.6974101,0.09152765,172.265625,4283264.35
65.9,1.5,3,4.5,2,0,0,0,0,1,1,2,0,0,0,0.613664556,0.197260802,0.698039216,750.3198652,0.05855678,172.265625,4411429.5
66,1.5,3,4.5,2,0,0,0,0,1,1,2,0,0,0,0.612627071,0.193668821,0.733333333,752.7905871,0.059369093,172.265625,5681865.333
66.1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0.597650155,0.161430363,0.678431373,723.2121771,0.038205783,172.265625,7361854
66.2,1.5,3,4.5,2,0,0,0,0,1,1,2,0,0,0,0.589188647,0.111888021,0.586928105,712.9070313,0.009395362,172.265625,6697988
66.3,1.5,3,4.5,2,0,0,0,0,1,1,2,0,0,0,0.554278002,0.088808594,0.560784314,645.2423754,0.004193023,172.265625,5777478.25
66.4,1.5,3,4.5,1,0,0,0,0,1,1,2,0,0,0,0.542383178,0.079430459,0.552941176,658.8155642,0.003825965,172.265625,3797651.4
66.5,1.5,3,5.25,1.5,0,0,0,0,1,1,2,0,0,1,0.45764466,0.205504919,1,347.2117036,0.002556016,172.265625,4785644.333
66.6,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0.46359603,0.210730613,1,363.2146066,0.002008744,172.265625,2876557.5
66.7,1.5,3,6,2,0,0,0,0,1,1,2,0,0,1,0.470064616,0.203609343,1,364.3499084,0.002152151,172.265625,3646776
66.8,1.5,3,6,2,0,0,0,0,1,1,2,0,0,1,0.477130744,0.197792004,1,366.7170375,0.001953368,172.265625,3087460.65
66.9,0.5,4,6,1,1,0,0,0,1,1,2,0,0,1,0.483316708,0.207057051,1,385.3270827,0.002121767,172.265625,2794537.5
67,0,4.5,4.5,0.25,1,0.5,0,0,1,1,2,0,0,1,0.485068265,0.215534979,1,391.1724886,0.0015871,172.265625,2494573.9
67.1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0.476324071,0.207387153,1,380.0999084,0.023554546,172.265625,2502812.6
67.2,0,4.5,4.5,0,1,1,0,0,1,1,2,0,0,1,0.477837878,0.21592255,1,380.0757124,0.110978493,172.265625,2925284.567
67.3,0,3.5,2.5,0,1,1,0,0,1,1,2,0,0,1,0.478426106,0.216404321,1,385.0877589,0.110231658,172.265625,1838134
67.4,0,3.5,2,0,1,1,0,0,1,1,2,0,0,1,0.478908685,0.216372975,1,382.7183548,0.051484083,172.265625,943920.05
67.5,0,3.5,2,0,1,1,0,0,1,1,2,0,0,1,0.478187617,0.216166409,1,379.9392882,0.016239796,172.265625,1652952.633
67.6,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0.478279471,0.214740307,1,379.0008122,0.009617788,172.265625,1919926.1
67.7,0,3.5,2,0,1,1,0,0,1,1,2,0,0,1,0.478606526,0.215537069,1,377.4408719,0.00807678,172.265625,2349865.233
67.8,0,3.5,2,0,1,1,0,0,1,1,2,0,0,1,0.478967646,0.213531057,1,381.2684396,0.002638118,172.265625,2153219.4
67.9,0,3.5,2,0,1,1,0,0,1,1,2,0,0,1,0.478443679,0.208108603,1,381.077184,0.00187038,172.265625,1633578.3
68,0,3.5,2.75,0,1,0,0,0,1,1,2,0,0,1,0.477311261,0.209545718,1,374.0113607,0.007430529,172.265625,1146997.52
68.1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0.479090173,0.248886236,1,373.2763488,0.012739681,172.265625,786790.33
68.2,0,3.5,3.5,0,1,0,0,0,1,1,2,0,0,1,0.480854402,0.258214699,1,379.6340224,0.004776074,172.265625,868632.02
68.3,0,3.5,3.5,0,1,0,0,0,1,1,2,0,0,1,0.482959887,0.25518615,1,387.7232495,0.088859896,172.265625,1008277.18
68.4,0,3,3.5,0,1,0,0,0,1,1,1,0,0,0,0.604306172,0.232383295,0.964705882,283.6298786,0.077801809,172.265625,7840520.5
68.5,0,3,6,0,0,0,0,0,1,1,1,0,0,0,0.602450275,0.222409658,0.74379085,301.9439071,0.034243025,172.265625,4955888.933
68.6,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.610539763,0.242321566,1,349.3746727,0.147969486,172.265625,5973640.5
68.7,0,3,6,0,0,0,0,0,1,1,1,1,0,0,0.610264243,0.268480903,0.992156863,335.1207497,0.106579381,172.265625,7031129.833
68.8,0,3,7.5,0,0,0,0,0,1,1,1,1,0,0,0.610477807,0.286833526,0.958823529,325.2325174,0.210584054,172.265625,8052074
68.9,0,3,7.5,0,0,0,0,0,1,1,1,1,0,0,0.610324796,0.291750338,1,326.1461024,0.148208672,172.265625,5300050.25
69,0,3,7.5,0,0,0,0,0,1,1,1,1,0,0,0.608110687,0.295286941,1,330.9076746,0.106312931,172.265625,3309182.5
69.1,0,3,7.5,0,0,0,0,0,1,1,1,1,0,0,0.605980495,0.267529659,1,320.0130443,0.141937774,172.265625,3402856.35
69.2,0,3,9,0,0,0,0,0,1,1,1,1,0,0,0.611181279,0.253405511,1,314.5294065,0.049518474,172.265625,3495039.767
69.3,0,3,9,0,0,0,0,0,1,1,1,1,0,0,0.620896118,0.195297309,1,294.008158,0.03943299,172.265625,2102109.35
69.4,0,3,9,0,0,0,0,0,1,1,1,1,0,0,0.620517139,0.199400318,1,294.4540384,0.043029055,172.265625,1061352.2
69.5,0,3,9,0,0,0,0,0,1,1,1,1,0,0,0.620861228,0.207494052,1,294.2213533,0.028146747,172.265625,872944.1
69.6,0,3,7.5,0,0,0,0,0,1,1,1,1,0,0,0.620276332,0.199565008,1,294.5713566,0.027679205,172.265625,920425.4
69.7,0,3,7.5,0,0,0,0,0,1,1,1,1,0,0,0.620067299,0.197993988,1,296.3823387,0.051114192,172.265625,1884351.367
69.8,0,2.5,6,0,0,0,0,0,1,1,1,1,0,0,0.616103868,0.191120515,1,294.9168562,0.038620446,172.265625,2434440
69.9,0,2.5,6,0,0,0,0,0,1,1,1,1,0,0,0.611227109,0.164336179,0.954901961,284.5796418,0.020133295,172.265625,3542492.15
70,0,2.5,4.5,0,0,0,0,0,1,1,1,1,0,0,0.608884433,0.139063625,0.690196078,271.3422115,0.013140544,172.265625,4428285.433
70.1,0,2.5,3.5,0,0,0,0,0,1,1,1,0,0,0,0.607372974,0.124538966,1,261.866404,0.00967761,172.265625,4076063.75
70.2,0,2.5,3.5,0,0,0,0,0,1,1,1,0,0,0,0.608429002,0.117124003,0.94379085,257.1710955,0.005629893,169.0356445,4050722.433
70.3,0,2.5,3.5,0,0,0,0,0,1,1,1,0,0,0,0.610082181,0.11463614,0.952941176,253.9862658,0.003342818,161.4990234,4022780.6
