seconds,positive,negative,anger,happy,fear,sad,excited,closeup,body,faces,num_characters,spoken_words,written_words,letters,brightness,saliency,sharpness,vibrance,loudness,tempo,motion
169.9,0,2,0,0,0,2,0,0,1,1,4,1,0,1,0.252833313,0.171483306,1,641.2386892,0.014383131,151.9990809,567740.3203
170,0,0,0,0,0,0.5,0,0,1,1,4,1,0,0,0.223477745,0.135913839,1,430.8897852,0.002805879,138.3191636,46646.23687
170.1,0,0,0,0,0,0.5,0,0,1,1,4,1,0,0,0.224567427,0.136826081,0.904575163,431.5276346,0.001264735,129.1992188,37833.82633
170.2,0,0,0,0,0,0.5,0,0,1,1,4,1,0,0,0.225096125,0.135336845,0.881045752,432.6653105,0.002511092,129.1992188,59939.80833
170.3,0,1,0,0,0,0.5,0,0,1,1,4,1,0,0,0.227316666,0.139602718,0.88627451,436.9814278,0.004391046,129.1992188,84042.92653
170.4,0,1,1,0,0,0.5,0,0,1,1,4,1,0,0,0.223185783,0.12993067,0.898039216,435.5987026,0.004094328,129.1992188,140823.462
170.5,0,1,2,0,0,0,0,0,1,1,4,1,0,0,0.220579985,0.118488871,0.929411765,434.3617694,0.005146734,129.1992188,172500.322
170.6,0,1,2,0,0,0,0,0,1,1,4,1,0,0,0.221215558,0.119873198,0.980392157,433.83741,0.00945436,129.1992188,86425.13543
170.7,0,1,2,0,0,0,0,0,1,1,4,1,0,0,0.221308902,0.119582421,0.980392157,433.2623946,0.01399279,129.1992188,29624.889
170.8,0,1,2,0,0,0,0,0,1,1,4,1,0,0,0.221539834,0.120663428,0.983006536,434.4330929,0.021451561,129.1992188,16980.585
170.9,0,1,2,0,0,0,0,0,1,1,4,1,0,0,0.222138698,0.121828818,0.986928105,434.9702797,0.095690332,129.1992188,32694.539
171,0,1,2,0,0,0,0,0,1,1,4,1,0,0,0.222904083,0.121206212,0.986928105,435.2206283,0.048020366,129.1992188,26641.525
171.1,0,1,2,0,0,0,0,0,1,1,4,1,0,0,0.22300887,0.117592593,0.992156863,434.2547594,0.009734964,129.1992188,18886.08367
171.2,0,1,2,0,0,0,0,0,1,1,4,1,0,0,0.222720959,0.118873153,0.992156863,433.5438393,0.002553465,129.1992188,17692.60867
171.3,0,1,2,0,0,0,0,0,1,1,4,1,0,0,0.222483146,0.117536718,0.989542484,433.2499298,0.000974795,129.1992188,9033.649
171.4,0,1,2,0,0,0,0,0,1,1,4,1,0,0,0.296528981,0.186359697,0.994771242,694.2625111,0.000991757,129.1992188,803284.0522
171.5,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0.333860117,0.221525497,1,825.463005,0.001183004,129.1992188,13848.8726
171.6,0,1,0,0,0,2,0,0,1,1,1,1,0,0,0.333752522,0.218721492,1,825.4407742,0.001497012,129.1992188,20653.3169
171.7,0,2,0,0,0,2,0,0,1,1,1,1,0,0,0.333719418,0.210295795,1,824.9137543,0.001373863,129.1992188,33641.98
171.8,0,2,0,0,0,2,0,0,1,1,1,1,0,0,0.333335252,0.226636335,0.996078431,824.8776012,0.02183919,129.1992188,27333.64037
171.9,0,2,0,0,0,2,0,0,1,1,1,1,0,0,0.333261195,0.212156769,0.981699346,825.6113513,0.059787806,129.1992188,23246.673
172,0,2,0,0,0,3,0,0,1,1,1,1,0,0,0.333301338,0.215923189,0.993464052,826.0801283,0.038406322,129.1992188,13373.80113
172.1,0,2,0,0,0,3,0,0,1,1,1,1,0,0,0.333358974,0.224012498,1,826.7177783,0.071712146,129.1992188,9317.369667
172.2,0,2,0,0,0,3,0,0,1,1,1,1,0,0,0.333455601,0.215797756,1,827.6442227,0.068092877,129.1992188,25322.187
172.3,0,2,0,0,0,3,0,0,1,1,1,1,0,0,0.33332782,0.213232074,1,829.10954,0.01398531,129.1992188,22342.71167
172.4,0,2,0,0,0,3,0,0,1,1,1,1,0,0,0.333841148,0.205810983,1,835.0885509,0.037625521,129.1992188,26300.301
172.5,0,2,0,0,0,3,0,0,1,1,1,1,0,0,0.333753045,0.208250091,1,832.523681,0.051617679,129.1992188,41566.97203
172.6,0,2,0,0,0,3,0,0,1,1,1,1,0,0,0.33390204,0.212172733,1,827.1590796,0.05397592,129.1992188,32420.56933
172.7,0,2,0,0,0,3,0,0,1,1,1,1,0,0,0.333842441,0.210035806,1,827.509914,0.038726516,129.1992188,21851.98633
172.8,0,2,0,0,0,3,0,0,1,1,1,1,0,0,0.333678818,0.210085979,1,827.9639832,0.011164908,129.1992188,10624.72673
172.9,0,2,0,0,0,3,0,0,1,1,1,1,0,0,0.333906749,0.210437192,1,829.3566249,0.030701984,129.1992188,11649.45833
173,0,2,0,0,0,3,0,0,1,1,1,1,0,0,0.333980511,0.210982257,1,829.4416459,0.039140111,129.1992188,6656.6343
173.1,0,2,0,0,0,3,0,0,1,1,1,1,0,0,0.333888634,0.205016192,1,828.8727901,0.027161803,129.1992188,4858.493
173.2,0,2,0,0,0,3,0,0,1,1,1,1,0,0,0.334086573,0.201413976,1,829.807989,0.035847635,129.1992188,6181.2075
173.3,0,2,0,0,0,3,0,0,1,1,1,1,0,0,0.334019961,0.200913383,1,829.8250613,0.011054689,129.1992188,5871.091733
173.4,0,2,0,0,0,3,0,0,1,1,1,1,0,0,0.311495407,0.211837484,1,769.9683452,0.003138317,129.1992188,759342.2919
173.5,0,2,0,0,0,3,0,0,1,1,3,0,0,0,0.266842412,0.226439062,1,651.786025,0.001325145,129.1992188,4575.588689
173.6,0,3,0,0,0.5,2,0,0,1,1,3,0,0,0,0.266806915,0.227889527,1,651.5556412,0.001308862,129.1992188,10087.45247
173.7,0,3,0,0,0.5,2,0,0,1,1,3,0,0,0,0.266954837,0.230078909,1,652.2730159,0.001278641,129.1992188,18756.28
173.8,0,3,0,0,0.5,1,0,0,1,1,3,0,0,0,0.267850708,0.23019408,1,654.8667391,0.001110164,129.1992188,61883.92743
173.9,0,3,0,0,0.5,1,0,0,1,1,3,0,0,0,0.271727908,0.235743934,1,666.1610984,0.001316939,129.1992188,178109.73
174,0,3,0,0,1,1,0,0,1,1,3,0,0,0,0.274927615,0.232198732,1,679.4709522,0.001521416,129.1992188,140274.8912
174.1,0,3.5,0,0,1,1,0,0,1,1,3,0,0,0,0.273815243,0.257299079,1,690.9685233,0.001667215,129.1992188,161962.7901
174.2,0,3.5,0,0,1,1,0,0,1,1,4,0,0,0,0.270519433,0.238031381,1,696.8317992,0.001596549,122.7392578,189941.54
174.3,0,3.5,0,0,1,2,0,0,1,1,4,0,0,0,0.268287507,0.21540093,0.907189542,699.4855995,0.001256136,107.6660156,112287.824
174.4,0,3.5,0,0,1.5,3,0,0,1,1,4,0,0,0,0.267663309,0.208881819,0.929411765,700.6631583,0.002163154,107.6660156,147840.9433
174.5,0,3.5,0,0,1.5,3,0,0,1,1,4,0,0,0,0.267582267,0.205116539,0.980392157,700.9084826,0.002676847,107.6660156,79048.86467
174.6,0,3.5,0,0,1.5,3,0,0,1,1,4,0,0,0,0.26714601,0.199149334,0.996078431,698.3805406,0.002579359,107.6660156,61244.93483
174.7,0,3,0,0,1.5,2.5,0,0,1,1,4,0,0,0,0.266879747,0.195759214,0.985620915,697.2020378,0.001965011,107.6660156,51861.62333
174.8,0,3,0,0,1.5,2.5,0,0,1,1,4,0,0,0,0.266693081,0.196034027,0.930718954,696.215725,0.00188175,107.6660156,24639.43167
174.9,0,3,0,0,1.5,2.5,0,0,1,1,4,0,0,0,0.266735389,0.196088761,0.877124183,696.3536525,0.001871067,107.6660156,31169.34767
175,0,3,0,0,1.5,2.5,0,0,1,1,4,0,0,0,0.26709877,0.196646369,0.858823529,697.0603322,0.01160001,107.6660156,28135.333
175.1,0,3,0,0,1.5,2.5,0,0,1,1,4,0,0,0,0.267740689,0.20052796,0.861437908,700.3319683,0.013225918,107.6660156,65822.866
175.2,0,3,0,0,1.5,2.5,0,0,1,1,4,0,0,0,0.268662662,0.202906632,0.873202614,705.2326263,0.011947652,107.6660156,157654.52
175.3,0,3,0,0,1.5,2.5,0,0,1,1,4,0,0,0,0.268752169,0.199640805,0.892810458,706.5751378,0.010967567,107.6660156,117067.8121
175.4,0,3,0,0,1.5,2.5,0,0,1,1,4,0,0,0,0.269824416,0.207300219,0.779084967,712.333385,0.009095776,107.6660156,202125.7567
175.5,0,3,0.5,0,1.5,3,0,0,1,1,4,1,0,0,0.270663504,0.210836298,0.721568627,716.938485,0.008907303,107.6660156,149725.109
175.6,0,3,0.5,0,1.5,3,0,0,1,1,4,1,0,0,0.273001706,0.214510354,0.647058824,723.6872648,0.054596324,107.6660156,140890.6802
175.7,0,3,0.5,0,1.5,3,0,0,1,1,4,1,0,1,0.275509724,0.216667807,0.652287582,725.22884,0.090332408,107.6660156,242643.0067
175.8,0,3,0.5,0,1.5,3,0,0,1,1,4,1,0,1,0.278317857,0.209105318,0.654901961,726.3647619,0.085606093,107.6660156,176019.0985
175.9,0,3,0.5,0,1.5,3,0,0,1,1,4,1,0,1,0.222572894,0.156632001,0.88496732,486.802795,0.099146431,107.6660156,707547.19
176,0,1.5,0,0,1,1,0,0,1,0,4,1,0,0,0.193882374,0.126060482,1,366.7102888,0.032336345,107.6660156,31507.2572
176.1,0,1.5,0,0,1,1,0,0,1,0,4,1,0,0,0.19394496,0.12812671,1,367.1722496,0.010215706,107.6660156,39516.38017
176.2,0,1.5,0,0,1,1,0,0,1,0,4,1,0,0,0.193105827,0.129983124,1,367.2605473,0.023389592,107.6660156,50627.30333
176.3,0,1.5,0,0,1,1,0,0,1,0,4,1,0,0,0.191103782,0.129607964,1,366.3669102,0.040114911,107.6660156,38145.03667
176.4,0,1.5,0,0,1,1,0,0,1,0,4,1,0,0,0.188280396,0.12838898,1,364.7955363,0.045935883,107.6660156,59097.63533
176.5,0,1.5,0,0,0.5,1,0,0,1,0,4,1,0,0,0.186346367,0.140243569,1,363.5368163,0.065522017,107.6660156,36783.98153
176.6,0,1.5,0,0,0.5,0,0,0,1,0,3,1,0,0,0.184156046,0.149578088,1,360.253557,0.052864984,107.6660156,26640.98383
176.7,0,1.5,0,0,0.5,0,0,0,1,0,3,1,0,0,0.183386525,0.157852126,1,358.7792146,0.048213701,107.6660156,30610.51033
176.8,0,1.5,0,0,0.5,0,0,0,1,0,3,1,0,0,0.184394946,0.157446178,1,359.4106177,0.042001461,107.6660156,18586.53257
176.9,0,1.5,0,0,0.5,0,0,0,1,0,3,1,0,0,0.185613966,0.161300401,1,360.9529808,0.055734794,111.2548828,25470.67967
177,0,1.5,0,0,0.5,0,0,0,1,0,3,1,0,0,0.18703587,0.166972268,1,362.1931584,0.039107466,143.5546875,17155.11593
177.1,0,1.5,0,0,0.5,0,0,0,1,0,3,1,0,0,0.190573885,0.169930213,1,364.4487852,0.046621539,143.5546875,14967.9274
177.2,0,1.5,0,0,0.5,0,0,0,1,0,3,1,0,0,0.195814659,0.171097884,1,368.9906434,0.0346984,143.5546875,17327.41467
177.3,0,1.5,0,0,0.5,0,0,0,1,0,3,1,0,0,0.199197853,0.171485587,1,373.0739314,0.029993634,143.5546875,14094.23747
177.4,0,1.5,0,0,0.5,0,0,0,1,0,3,1,0,0,0.197101466,0.172669221,1,372.2374526,0.017794635,143.5546875,21286.69833
177.5,0,1.5,0,0,0.5,0,0,0,1,0,3,1,0,0,0.196502472,0.172405811,1,372.8053777,0.014731803,143.5546875,16305.34967
177.6,0,1.5,0,0,0.5,0,0,0,1,0,3,1,0,0,0.196970667,0.172682905,1,373.3442465,0.008749025,143.5546875,16228.751
177.7,0,1.5,0,0,0.5,0,0,0,1,0,3,1,0,0,0.197397547,0.170403439,1,373.134671,0.006072659,143.5546875,21075.291
177.8,0,1.5,0,0,0.5,0,0,0,1,0,3,1,0,0,0.197659235,0.159430305,1,372.5898995,0.011349371,143.5546875,13718.15183
177.9,0,1.5,0,0,0.5,0,0,0,1,0,3,1,0,0,0.197597489,0.164527458,1,372.6740371,0.016112073,143.5546875,16221.75667
178,0,1.5,0,0,0.5,0,0,0,1,0,3,1,0,0,0.19792129,0.15169449,1,372.0345821,0.018453911,145.2435662,14722.8625
178.1,0,1.5,0,0,0,0,0,0,1,0,3,1,0,0,0.198916399,0.132023125,0.607843137,371.6405641,0.026455992,151.9990809,17423.94067
178.2,0,1.5,0,0,0,0,0,0,1,0,3,1,0,0,0.199349535,0.130808703,0.6,370.061888,0.021337748,151.9990809,33808.22
178.3,0,1.5,0,0,0,0,0,0,1,0,3,1,0,0,0.198199614,0.132505473,0.57254902,373.3329,0.029490326,151.9990809,64869.81667
178.4,0,1.5,0,0,0,0,0,0,1,0,3,1,0,0,0.197197314,0.140779511,0.551633987,377.4687134,0.095755302,151.9990809,50557.92633
178.5,0,1.5,0,0,0,0,0,0,1,0,3,1,0,0,0.195815795,0.141686052,0.525490196,374.0321494,0.039035979,151.9990809,17041.9659
178.6,0,1.5,0,0,0,0,0,0,1,0,3,1,0,0,0.194699689,0.137682448,0.528104575,370.1404673,0.015040059,151.9990809,10291.73123
178.7,0,1,0,0,0,0,0,0,1,0,3,1,0,0,0.194782131,0.138087256,0.532026144,368.5234781,0.006248149,151.9990809,15659.25
178.8,0,1,0,0,0,0,0,0,1,0,3,1,0,0,0.19519695,0.138646004,0.539869281,367.9385415,0.004588831,151.9990809,10615.60183
178.9,0,1,0,0,0,0,0,0,1,0,3,1,0,0,0.195333308,0.136387064,0.533333333,367.3902747,0.004663532,151.9990809,11436.969
179,0,0,0.5,0,0,0,0,0,1,0,3,1,0,0,0.195364503,0.139123791,0.533333333,366.6617074,0.004658543,151.9990809,6613.800667
179.1,0,0,0.5,0,0,0,0,0,1,0,3,1,0,1,0.272408525,0.088234355,1,726.5182684,0.004490112,151.9990809,679449.787
179.2,0,0.5,0.5,0,0,2.5,0,0,1,1,3,0,0,1,0.272551756,0.093553868,1,726.65622,0.003168587,151.9990809,8329.253
179.3,0,0.5,0.5,0,0,2.5,0,0,1,1,3,0,0,1,0.272450824,0.092856003,1,726.8649778,0.003217599,151.9990809,25589.4351
179.4,0,1,0.5,0,0,3,0,0,1,1,3,0,0,1,0.271467668,0.092752235,1,726.2324563,0.004583982,151.9990809,56280.21633
179.5,0,1,0.5,0,0,3,0,0,1,1,3,0,0,1,0.270472872,0.09401341,1,725.7135245,0.004870674,151.9990809,39738.41567
179.6,0,1,0.5,0,0,3,0,0,1,1,3,0,0,1,0.268749602,0.094711275,1,725.2734763,0.003917369,151.9990809,41510.77813
179.7,0,1.5,0.5,0,0,3,0,0,1,1,3,0,0,1,0.269073063,0.089829639,1,723.5717299,0.005067077,151.9990809,57925.717
179.8,0,1.5,0.5,0,0,3,0,0,1,1,3,0,0,1,0.269785471,0.094410235,1,723.6220236,0.006924879,151.9990809,62899.55727
179.9,0,1.5,0.5,0,0,3,0,0,1,1,3,0,0,1,0.270090688,0.09062671,1,723.1059278,0.009636564,151.9990809,135610.77
180,0,1.5,0.5,0,0,2,0,0,1,1,3,0,0,1,0.267506399,0.086468026,1,720.5614818,0.015251495,151.9990809,90591.19223
180.1,0,1.5,0.5,0,0,2,0,0,1,1,3,0,0,1,0.26848414,0.086302682,1,719.8996234,0.012971066,151.9990809,162525.8517
180.2,0,1.5,0.5,0,0,2,0,0,1,1,3,0,0,1,0.267389024,0.091395275,1,723.6714017,0.011254884,151.9990809,99264.28133
180.3,0,1.5,0.5,0,0,2,0,0,1,1,3,0,0,1,0.269155264,0.095812808,1,727.827201,0.010367456,143.9991293,48566.9581
180.4,0,1.5,0.5,0,0,2,0,0,1,1,3,0,0,1,0.269607915,0.098186918,1,732.341858,0.009343724,135.9991776,56890.96233
180.5,0,1.5,0.5,0,0,2.5,0,0,1,1,3,0,0,1,0.269828557,0.095642903,1,732.915127,0.01145552,135.9991776,38594.40767
180.6,0,1.5,0.5,0,0,2.5,0,0,1,1,3,0,0,1,0.270094372,0.095086435,1,732.0344886,0.015476414,135.9991776,38455.4663
180.7,0,1.5,0.5,0,0,3,0,0,1,1,3,0,0,1,0.271006905,0.093944992,1,733.4173628,0.015910811,135.9991776,62366.85167
180.8,0,1.5,0.5,0,0,3.5,0,0,1,1,3,0,0,1,0.272088132,0.091476236,1,736.8352055,0.012662012,135.9991776,64642.61867
180.9,0,1.5,0.5,0,0,3.5,0,0,1,1,3,0,0,1,0.272692385,0.091773855,1,738.6043874,0.016171395,135.9991776,124206.218
181,0,1.5,0.5,0,0,4,0,0,1,1,3,0,0,1,0.272781302,0.091432905,1,738.4056531,0.012153305,135.9991776,26811.25423
181.1,0,1.5,0.5,0,0,4,0,0,1,1,3,0,0,1,0.272461028,0.091542374,1,738.7918577,0.011413541,135.9991776,37595.25783
181.2,0,1.5,0.5,0,0,4,0,0,1,1,3,0,0,1,0.272084992,0.091562899,1,737.2678617,0.00972165,135.9991776,95570.04667
181.3,0,1.5,0.5,0,0,4,0,0,1,1,3,0,0,1,0.2718423,0.09085249,1,734.7417042,0.007434867,135.9991776,72889.1918
181.4,0,1.5,0.5,0,0,4,0,0,1,1,3,0,0,1,0.271993867,0.090793195,1,736.0453151,0.006254505,135.9991776,64871.96133
181.5,0,1.5,0.5,0,0,4,0,0,1,1,3,0,0,1,0.272203843,0.097370462,1,737.8555424,0.00669016,135.9991776,43612.64713
181.6,0,1.5,0.5,0,0,4,0,0,1,1,3,0,0,1,0.272782187,0.092373654,1,748.97081,0.006693091,135.9991776,51121.1996
181.7,0,1.5,0.5,0,0,4,0,0,1,1,3,0,0,1,0.271659959,0.095989555,1,744.8834385,0.009090042,135.9991776,121152.65
181.8,0,1.5,0.5,0,0,4,0,0,1,1,3,0,0,1,0.270182891,0.094138843,1,734.3906548,0.008844599,135.9991776,66032.3198
181.9,0,1.5,1,0,0,4.5,0,0,1,1,3,0,0,1,0.268130118,0.094951879,0.969934641,684.1329905,0.008443622,135.9991776,747482.8967
182,0,1.5,1.5,0,0,4,0,0,1,1,1,0,0,1,0.263624607,0.095358967,0.909803922,593.9784964,0.011293779,135.9991776,115515.9897
182.1,0,1,1.5,0,0,3,0,0,1,1,1,1,0,1,0.264145627,0.09958721,0.909803922,592.4859026,0.038616153,135.9991776,84806.59747
182.2,0,2,3,0,0,6,0,0,1,1,1,1,0,1,0.265513516,0.10387817,0.951633987,604.6863896,0.031280039,135.9991776,219450.2133
182.3,0,2,3,0,0,6,0,0,1,1,1,1,0,1,0.263415489,0.10387703,0.939869281,612.9747296,0.076177163,135.9991776,215066.2994
182.4,0,2,3,0,0,6,0,0,1,1,1,1,0,1,0.264638081,0.103516694,0.878431373,604.7326661,0.029098573,135.9991776,321992.18
182.5,0,2,3,0,0,6,0,0,1,1,1,1,0,1,0.263209474,0.105026455,0.874509804,579.9529562,0.020761188,135.9991776,269783.8697
182.6,0,2,3,0,0,6,0,0,1,1,1,1,0,1,0.252383743,0.109320836,0.843137255,521.2061625,0.024532618,135.9991776,314317.1474
182.7,0,2,3,0,0,6,0,0,1,1,1,1,0,1,0.249089681,0.120528872,0.947712418,498.6836959,0.015582567,135.9991776,228397.75
182.8,0,2,3,0,0,6,0,0,1,1,1,1,0,1,0.247197623,0.114641489,1,488.9943953,0.028312954,135.9991776,111675.3794
182.9,0,2,3,0,0,6,0,0,1,1,1,1,0,1,0.244471427,0.123735404,0.901960784,473.6554078,0.027736952,135.9991776,242290.0833
183,0,2,3,0,0,6,0,0,1,1,1,1,0,1,0.247766509,0.121219896,0.88496732,488.7401838,0.018585871,135.9991776,361046.0888
183.1,0,2,3,0,0,6,0,0,1,1,1,1,0,1,0.25573791,0.112748586,0.911111111,525.929337,0.013622596,135.9991776,182075.4298
183.2,0,2,3,0,0,6,0,0,1,1,1,1,0,1,0.259306544,0.130896506,0.898039216,539.5078866,0.014913728,135.9991776,123484.28
183.3,0,2,3,0,0,6,0,0,1,1,1,1,0,1,0.260278574,0.123289546,0.898039216,542.1668694,0.012321117,135.9991776,63554.8142
183.4,0,2,3,0,0,6,0,0,1,1,1,1,0,1,0.258679981,0.120146871,0.924183007,536.6944774,0.008180982,135.9991776,145036.04
183.5,0,2,2,0,0,6,0,0,1,1,1,1,0,1,0.257666238,0.112480615,0.898039216,526.0824226,0.016530492,135.9991776,131787.115
183.6,0,2,2,0,0,5,0,0,1,1,1,1,0,1,0.262770162,0.121807152,0.91372549,525.3810038,0.02237012,135.9991776,109572.0308
183.7,0,2,2,0,0,5,0,0,1,1,1,1,0,1,0.270362773,0.130996853,0.860130719,536.4322685,0.031544572,135.9991776,171401.9233
183.8,0,2,2,0,0,5,0,0,1,1,1,1,0,1,0.274327194,0.133340175,0.832679739,534.4406168,0.01375327,135.9991776,109960.1487
183.9,0,2,2,0,0,4,0,0,1,1,1,1,0,1,0.274518014,0.123784437,0.844444444,523.5112855,0.006557292,135.9991776,75202.277
184,0,2,2,0,0,3,0,0,1,1,1,1,0,1,0.218423238,0.110788405,0.891503268,412.9617892,0.006747139,135.9991776,175205.1832
184.1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0.187182786,0.098314632,0.862745098,353.4557882,0.006022969,132.7351974,23382.74187
184.2,0,1,0.5,0,0,1,0,0,1,1,1,1,0,1,0.186549497,0.102173417,0.975163399,352.1499174,0.012386379,103.359375,49989.54667
184.3,0,1,0.5,0,0,1,0,0,1,1,1,1,0,1,0.186649124,0.10752828,0.845751634,353.3008479,0.007851945,103.359375,46506.33533
184.4,0,1,0.5,0,0,1,0,0,1,1,1,1,0,1,0.186596929,0.087710956,0.77254902,354.4363293,0.005509399,93.0234375,94223.84667
184.5,0,1,0.5,0,0,1,0,0,1,1,1,1,0,1,0.18561372,0.081048166,0.775163399,352.6002483,0.006887824,86.1328125,64509.8579
184.6,0,0.5,0.5,0,0,1,0,0,1,1,1,1,0,1,0.179294376,0.090693988,0.756862745,340.651822,0.005389248,86.1328125,119986.536
184.7,0,0.5,0.5,0,0,1,0,0,1,1,1,1,0,1,0.178617989,0.105963784,0.768627451,350.811718,0.004723119,86.1328125,169091.8833
184.8,0,0.5,0.5,0,0,1,0,0,1,1,1,1,0,1,0.179817941,0.099717205,0.756862745,356.7062463,0.003917901,86.1328125,46755.102
184.9,0,0.5,0.5,0,0,1,0,0,1,1,1,1,0,1,0.179398081,0.101297665,0.875816993,353.8423068,0.003159117,86.1328125,40102.70767
185,0,0.5,0.5,0,0,1,0,0,1,1,1,1,0,1,0.179260739,0.102432266,0.966013072,354.273586,0.004043477,86.1328125,22766.17103
185.1,0,0.5,0.5,0,0,1,0,0,1,1,1,1,0,1,0.179498124,0.100236043,1,355.8308662,0.004802734,86.1328125,12279.37133
185.2,0,0.5,0.5,0,0,0.5,0,0,1,1,1,1,0,0,0.242913948,0.12710728,0.802614379,441.2637204,0.003008046,86.1328125,786714.7033
185.3,1.5,0,0,2.5,0,0,0,0,1,1,1,1,0,0,0.243305707,0.121247263,0.738562092,441.7384984,0.002610417,88.50889009,50951.2521
185.4,1.5,0,0,2.5,0,0,0,0,1,1,1,1,0,0,0.243758371,0.124929301,0.662745098,442.7280484,0.002120281,89.10290948,46520.097
185.5,1.5,0,0,2.5,0,0,0,0,1,1,1,1,0,0,0.244645075,0.13143815,0.768627451,445.6286933,0.049384052,89.10290948,42737.7082
185.6,1.5,0,0,2.5,0,0,0,0,1,1,1,1,0,0,0.245192438,0.125803914,0.688888889,447.407729,0.065957838,89.10290948,34657.99207
185.7,1.5,0,0,2.5,0,0,0,0,1,1,1,1,0,0,0.246100839,0.121590494,0.658823529,449.9401853,0.049439539,89.10290948,72815.64033
185.8,1.5,0,0,2.5,0,0,0,0,1,1,1,1,0,0,0.246887273,0.122686325,0.609150327,454.3608425,0.038995201,89.10290948,80191.20873
185.9,1.5,0,0,3.5,0,0,0,0,1,1,1,1,0,0,0.248853866,0.123123061,0.749019608,462.9510052,0.034988985,108.9485575,148143.6533
186,1.5,0,0,3.5,0,0,0,0,1,1,1,1,0,0,0.250543039,0.123108238,0.809150327,465.8717851,0.037242627,117.4538352,88696.41667
186.1,1.5,0,0,3.5,0,0,0,0,1,1,1,1,0,0,0.250958986,0.120799124,0.65620915,468.8332069,0.014741277,117.4538352,48892.29833
186.2,1.5,0,0,3.5,0,0,0,0,1,1,1,1,0,0,0.251640914,0.12240353,0.647058824,470.5314361,0.022867105,117.4538352,90314.30333
186.3,1.5,0,0,3.5,0,0,0,0,1,1,1,1,0,0,0.252677342,0.121138935,0.652287582,471.6605278,0.018844491,117.4538352,76209.171
186.4,1.5,0,0,3.5,0,0,0,0,1,1,1,1,0,0,0.254398179,0.126539409,0.62745098,474.6013103,0.013744015,117.4538352,127941.2133
186.5,1.5,0,0,3.5,0,0,0,0,1,1,1,1,0,0,0.254855638,0.126326172,0.71503268,475.3607161,0.009637737,117.4538352,70879.02953
186.6,1.5,0,0,3.5,0,0,0,0,1,1,1,1,0,0,0.255856913,0.122451423,0.652287582,477.2395918,0.008129422,117.4538352,47901.70233
186.7,1.5,0,0,3.5,0,0,0,0,1,1,1,1,0,0,0.257087005,0.121447957,0.984313725,480.4878667,0.051196978,117.4538352,49558.375
186.8,1.5,0,0,3.5,0,0,0,0,1,1,1,1,0,0,0.257325051,0.119893724,0.985620915,481.4238161,0.022594913,117.4538352,38917.6562
186.9,1.5,0,0,3.5,0,0,0,0,1,1,1,1,0,0,0.256254745,0.12048212,1,480.0462284,0.041480513,117.4538352,59435.07833
187,1.5,0,0,3.5,0,0,0,0,1,1,1,1,0,0,0.25587061,0.123731983,1,480.2149676,0.033031121,117.4538352,19102.05213
187.1,1.5,0,0,3.5,0,0,0,0,1,1,1,1,0,0,0.255757094,0.122525543,1,480.5227827,0.020385538,117.4538352,8080.371867
187.2,1.5,0,0,3.5,0,0,0,0,1,1,1,1,0,0,0.255572504,0.122466247,1,480.1080483,0.013165386,117.4538352,7865.054333
187.3,1.5,0,0,2.5,0,0,0,0,1,1,1,1,0,0,0.335726968,0.103247583,1,1032.437339,0.011185685,117.4538352,720751.2058
187.4,0,0.5,0,0,1.5,0,0,0,1,1,1,1,0,0,0.33600416,0.101815362,1,1033.009875,0.00929471,119.6910511,12905.97833
187.5,0,0.5,0,0,1.5,0,0,0,1,1,1,1,0,0,0.335659337,0.100874612,1,1031.020489,0.008877471,123.046875,11761.93743
187.6,0,0.5,0,0,1.5,0,0,0,1,1,1,1,0,0,0.212711113,0.23701195,1,317.9751969,0.008934312,123.046875,92903.8198
187.7,0,0.5,0,0,1.5,0,0,0,1,1,1,1,0,0,0.212668899,0.242087438,1,318.6599941,0.011955719,123.046875,25332.55633
187.8,0,0.5,0,0,1.5,0,0,0,1,1,1,1,0,0,0.212442363,0.240980204,1,318.3113853,0.032526397,123.046875,24709.13453
187.9,0,0.5,0,0,1.5,0,0,0,1,1,1,1,0,0,0.212265657,0.251500639,1,318.3493974,0.032417173,123.046875,38456.79067
188,0,0.5,0,0,1.5,0,0,0,1,1,1,1,0,0,0.212145724,0.259365307,1,318.3307796,0.009006432,123.046875,15770.603
188.1,0,0.5,0,0,1.5,0,0,0,1,1,1,1,0,0,0.212764854,0.253736772,1,320.9722932,0.009013481,123.046875,12484.48017
188.2,0,0.5,0,0,1.5,0,0,0,1,1,1,1,0,0,0.212544919,0.242698641,1,320.24914,0.033451572,123.046875,13392.79517
188.3,0,0.5,0,0,1.5,0,0,0,1,1,1,1,0,0,0.212509945,0.241042921,1,320.1467892,0.06408201,123.046875,9275.458567
188.4,0,0.5,0,0,1.5,0,0,0,1,1,1,1,0,0,0.212866605,0.242908456,1,322.0459375,0.056771769,123.046875,13988.50833
188.5,0,0.5,0,0,1.5,0,0,0,1,1,1,1,0,0,0.212695815,0.25399106,1,321.6074028,0.046549579,123.046875,6538.573333
188.6,0,0.5,0,0,1.5,0,0,0,1,1,1,1,0,0,0.212657514,0.251396871,1,321.485452,0.035413566,123.046875,4311.797867
